txn_id,txn_day,merchant_id,amount,card_type,payment_method,country,device_id
t_0036608,78,m_000,128.37,mastercard,,US,d_17669
t_0036898,78,m_033,2.13,mastercard,,US,d_4013
t_0036920,78,m_012,62.2,visa,,CA,d_11204
t_0037149,78,m_008,36.92,mastercard,,CA,d_10870
t_0037257,78,m_017,20.64,amex,,DE,d_24276
t_0037298,78,m_037,25.81,visa,,GB,d_9405
t_0037365,78,m_001,8.68,mastercard,,BR,d_9121
t_0038127,78,m_005,13.9,mastercard,,DE,d_23690
t_0038352,78,m_000,21.76,amex,,DE,d_14434
t_0038645,78,m_002,39.48,amex,,GB,d_23404
t_0038751,78,m_025,15.05,amex,,CA,d_16113
t_0038800,78,m_000,71.03,mastercard,,CA,d_6030
t_0038982,78,m_035,212.43,amex,,GB,d_12529
t_0039138,78,m_039,18.35,amex,,CA,d_17405
t_0039221,78,m_023,106.12,mastercard,,CA,d_16464
t_0039388,78,m_000,8.99,mastercard,,DE,d_11435
t_0039459,78,m_028,145.03,visa,,BR,d_4580
t_0040207,78,m_029,80.63,visa,,CA,d_1023
t_0040407,78,m_000,87.42,amex,,DE,
t_0040574,78,m_022,55.8,amex,,DE,d_20061
t_0040744,78,m_022,77.15,mastercard,,US,d_17330
t_0040791,78,m_000,76.11,amex,,DE,d_20786
t_0041044,78,m_000,6.81,visa,,CA,d_22155
t_0041141,78,m_029,5.39,mastercard,,BR,d_22534
t_0041155,78,m_023,42.48,visa,,BR,d_24453
t_0041310,78,m_000,17.31,amex,,US,d_8055
t_0041318,78,m_027,11.43,amex,,US,d_8894
t_0041339,78,m_018,53.75,visa,,US,d_8089
t_0041678,78,m_031,26.73,mastercard,,US,
t_0041748,78,m_006,341.24,mastercard,,DE,d_16343
t_0041878,78,m_000,34.53,amex,,US,d_15944
t_0042005,78,m_003,54.82,visa,,US,d_22681
t_0042112,78,m_015,42.37,mastercard,,US,d_3479
t_0042492,78,m_000,45.88,mastercard,,DE,d_12201
t_0042742,78,m_037,47.13,amex,,US,d_13006
t_0042801,78,m_000,17.65,mastercard,,CA,d_22208
t_0042905,78,m_000,1.98,visa,,US,d_19702
t_0042915,78,m_028,45.82,amex,,US,d_13754
t_0042965,78,m_003,8.43,amex,,US,d_3692
t_0043009,78,m_000,5.02,amex,,CA,d_12484
t_0043047,78,m_004,64.61,visa,,US,d_15080
t_0043084,78,m_008,3.97,amex,,US,d_21895
t_0043120,78,m_031,120.15,visa,,DE,d_23331
t_0043239,78,m_021,53.39,visa,,GB,d_23023
t_0043420,78,m_020,75.37,amex,,DE,d_12655
t_0043442,78,m_003,104.59,mastercard,,GB,d_5492
t_0043504,78,m_014,11.7,visa,,US,d_21962
t_0043514,78,m_038,21.09,mastercard,,DE,d_21143
t_0044133,78,m_028,118.14,amex,,US,d_24050
t_0044552,78,m_000,83.53,mastercard,,CA,d_91
t_0044816,78,m_000,196.22,amex,,DE,d_4361
t_0044977,78,m_001,183.92,mastercard,,DE,d_11471
t_0045169,78,m_020,9.86,mastercard,,BR,d_22942
t_0045197,78,m_000,5.11,amex,,US,d_3205
t_0045684,78,m_037,29.38,visa,,BR,d_6876
t_0045958,78,m_025,41.27,mastercard,,BR,d_8136
t_0046007,78,m_007,16.3,mastercard,,US,
t_0046428,78,m_000,80.53,visa,,US,d_16662
t_0046481,78,m_008,7.5,mastercard,,DE,d_10921
t_0046546,78,m_024,33.49,mastercard,,BR,d_18288
t_0046848,78,m_039,31.93,mastercard,,US,d_22203
t_0046855,78,m_022,64.51,mastercard,,US,d_18439
t_0047119,78,m_030,43.18,mastercard,,GB,d_18243
t_0047406,78,m_027,12.17,amex,,GB,d_14895
t_0047434,78,m_000,22.14,mastercard,,BR,
t_0047529,78,m_000,31.52,mastercard,,CA,d_18237
t_0047687,78,m_034,26.44,mastercard,,BR,d_18413
t_0047764,78,m_000,47.45,amex,,US,d_10404
t_0047797,78,m_016,56.12,visa,,US,d_17904
t_0047829,78,m_027,36.1,amex,,US,d_13319
t_0047926,78,m_009,41.79,visa,,US,d_3450
t_0047927,78,m_038,16.18,visa,,CA,d_8300
t_0048211,78,m_029,30.23,visa,,US,
t_0048541,78,m_008,159.14,amex,,GB,d_3657
t_0048547,78,m_021,153.83,mastercard,,US,d_17259
t_0048954,78,m_031,14.48,mastercard,,DE,d_544
t_0049346,78,m_023,39.11,amex,,GB,
t_0049514,78,m_000,24.82,amex,,US,d_16146
t_0049666,78,m_022,76.91,visa,,US,d_20044
t_0049863,78,m_005,37.75,mastercard,,CA,d_566
t_0050150,78,m_026,20.83,visa,,US,d_16944
t_0050164,78,m_028,5.01,amex,,CA,d_23417
t_0050248,78,m_004,58.48,visa,,US,
t_0050328,78,m_019,95.4,amex,,US,d_10778
t_0050363,78,m_028,155.29,amex,,US,
t_0050558,78,m_029,9.2,amex,,BR,d_11582
t_0050641,78,m_031,23.53,amex,,US,d_2951
t_0050765,78,m_006,204.81,visa,,GB,d_11091
t_0051430,78,m_020,153.78,amex,,BR,d_16211
t_0052141,78,m_013,50.09,mastercard,,DE,d_20196
t_0053000,78,m_030,189.27,amex,,CA,d_21648
t_0053029,78,m_020,42.5,mastercard,,BR,d_6803
t_0053394,78,m_016,86.71,amex,,US,d_9457
t_0053832,78,m_023,8.96,mastercard,,US,d_12117
t_0054216,78,m_033,21.29,visa,,GB,d_15093
t_0054363,78,m_000,62.36,amex,,US,d_23046
t_0054591,78,m_028,19.1,amex,,DE,d_771
t_0054668,78,m_016,28.66,mastercard,,CA,d_16524
t_0054807,78,m_000,156.37,amex,,BR,d_5373
t_0054940,78,m_000,14.51,visa,,US,d_14027
t_0055078,78,m_006,31.23,visa,,BR,d_23958
t_0055142,78,m_010,70.24,amex,,US,d_1784
t_0055145,78,m_020,12.03,amex,,BR,d_14296
t_0055156,78,m_000,46.77,visa,,US,d_14527
t_0055455,78,m_034,175.31,visa,,US,d_7441
t_0055529,78,m_018,19.55,amex,,US,d_7691
t_0055667,78,m_000,3.89,mastercard,,US,d_9106
t_0056047,78,m_006,50.62,visa,,US,d_17163
t_0056106,78,m_000,29.04,mastercard,,US,d_3153
t_0056172,78,m_019,42.6,visa,,DE,d_3463
t_0056338,78,m_003,66.33,visa,,BR,d_22024
t_0056506,78,m_022,51.78,mastercard,,US,d_24946
t_0056909,78,m_000,3.91,mastercard,,GB,d_9078
t_0056979,78,m_033,2.49,mastercard,,US,
t_0057305,78,m_000,72.27,visa,,BR,d_3600
t_0057328,78,m_016,90.4,mastercard,,US,d_24736
t_0057863,78,m_005,24.13,amex,,CA,d_829
t_0057987,78,m_028,23.63,amex,,US,d_13464
t_0058254,78,m_000,16.78,mastercard,,BR,d_24533
t_0058264,78,m_024,6.07,amex,,US,d_11480
t_0058451,78,m_036,31.25,visa,,US,d_13473
t_0058466,78,m_030,8.39,mastercard,,US,
t_0058471,78,m_004,4.89,mastercard,,US,
t_0058883,78,m_000,74.67,amex,,US,d_6187
t_0059502,78,m_015,125.57,amex,,BR,d_15928
t_0059648,78,m_031,182.53,mastercard,,US,d_11128
t_0059655,78,m_000,4.88,mastercard,,US,d_23869
t_0059932,78,m_000,12.78,amex,,BR,d_12708
t_0059963,78,m_019,10.88,mastercard,,US,d_5133
t_0001106,79,m_000,239.97,amex,,BR,d_16946
t_0001128,79,m_007,193.06,amex,,CA,d_1149
t_0001418,79,m_036,126.75,amex,,CA,d_9079
t_0001428,79,m_005,21.17,visa,,GB,d_19826
t_0001476,79,m_006,57.95,mastercard,,US,d_20060
t_0001789,79,m_038,108.88,amex,,BR,d_10633
t_0002419,79,m_002,8.32,mastercard,,US,d_8921
t_0002491,79,m_037,13.96,amex,,CA,d_13010
t_0002958,79,m_039,62.49,mastercard,,CA,d_6364
t_0002960,79,m_005,188.1,amex,,US,
t_0003128,79,m_013,544.55,visa,,CA,d_1715
t_0003587,79,m_002,14.17,amex,,US,
t_0003630,79,m_026,20.03,mastercard,,US,d_12448
t_0003938,79,m_011,4.59,mastercard,,GB,d_14872
t_0004838,79,m_018,28.79,visa,,CA,d_2284
t_0004974,79,m_032,61.32,visa,,CA,
t_0005458,79,m_003,84.23,amex,,US,d_10238
t_0005500,79,m_007,2.86,amex,,BR,d_373
t_0005685,79,m_029,138.36,mastercard,,US,d_10657
t_0005759,79,m_018,18.0,visa,,US,d_4236
t_0006473,79,m_000,42.78,amex,,US,d_20053
t_0006490,79,m_016,11.61,mastercard,,GB,d_15935
t_0006555,79,m_024,12.07,amex,,US,d_12418
t_0006737,79,m_011,32.97,visa,,US,
t_0006871,79,m_002,13.31,mastercard,,US,d_11833
t_0006930,79,m_010,144.61,mastercard,,GB,d_20369
t_0007030,79,m_006,362.94,mastercard,,GB,d_10528
t_0007053,79,m_038,108.88,amex,,DE,
t_0007139,79,m_020,47.14,visa,,BR,d_14187
t_0007412,79,m_019,43.29,mastercard,,GB,d_17913
t_0007468,79,m_008,140.38,amex,,US,d_21380
t_0007511,79,m_011,50.17,mastercard,,US,d_23372
t_0007851,79,m_000,46.1,amex,,DE,
t_0007893,79,m_028,53.55,mastercard,,US,d_22666
t_0008054,79,m_010,21.18,mastercard,,US,d_22850
t_0008147,79,m_013,9.93,amex,,CA,d_2380
t_0008202,79,m_017,85.49,mastercard,,DE,d_13280
t_0008253,79,m_001,16.03,mastercard,,US,d_9540
t_0008482,79,m_036,90.36,mastercard,,US,d_4629
t_0008618,79,m_027,32.02,amex,,US,d_224
t_0008749,79,m_003,24.25,visa,,US,d_3372
t_0008789,79,m_007,12.01,mastercard,,DE,d_7630
t_0008808,79,m_024,34.32,mastercard,,CA,d_24961
t_0008886,79,m_025,206.26,mastercard,,CA,d_21720
t_0009141,79,m_000,55.04,amex,,US,d_9509
t_0009232,79,m_000,162.52,amex,,US,d_10285
t_0009304,79,m_024,44.34,amex,,US,d_20005
t_0009514,79,m_035,8.75,mastercard,,CA,d_8790
t_0009595,79,m_005,88.51,mastercard,,BR,d_22285
t_0009857,79,m_020,6.46,amex,,US,d_21933
t_0009992,79,m_032,166.73,visa,,CA,d_12164
t_0010061,79,m_007,92.54,visa,,CA,d_7188
t_0010438,79,m_018,5.46,visa,,BR,d_21321
t_0010460,79,m_002,44.38,amex,,US,d_22479
t_0011003,79,m_039,23.76,amex,,US,d_13657
t_0011066,79,m_037,34.85,visa,,DE,d_22268
t_0011095,79,m_000,38.26,amex,,BR,d_18346
t_0011324,79,m_030,39.25,mastercard,,US,d_3646
t_0011662,79,m_006,8.88,mastercard,,US,d_11574
t_0011688,79,m_006,144.2,mastercard,,US,d_3619
t_0011986,79,m_028,7.51,amex,,US,
t_0012178,79,m_021,12.79,amex,,DE,d_21813
t_0012316,79,m_000,90.27,visa,,US,d_6722
t_0012663,79,m_037,113.14,visa,,GB,d_3016
t_0012929,79,m_015,10.23,visa,,US,d_23782
t_0013000,79,m_000,18.92,amex,,US,d_15840
t_0013081,79,m_020,15.41,amex,,US,d_12727
t_0013108,79,m_032,31.66,visa,,US,d_16067
t_0013117,79,m_006,41.22,amex,,BR,d_16830
t_0013929,79,m_000,11.35,amex,,US,d_20438
t_0013931,79,m_006,74.07,amex,,US,d_7987
t_0014164,79,m_000,5.97,visa,,US,d_15649
t_0014179,79,m_000,5.42,amex,,CA,d_18535
t_0014723,79,m_025,64.91,amex,,BR,d_18908
t_0014757,79,m_004,17.75,visa,,US,d_94
t_0014797,79,m_031,14.08,amex,,US,d_541
t_0015397,79,m_033,61.21,amex,,DE,d_11754
t_0015409,79,m_000,55.09,visa,,US,d_5996
t_0015752,79,m_028,17.11,amex,,US,
t_0016134,79,m_028,18.26,amex,,BR,d_16268
t_0016155,79,m_031,12.37,mastercard,,US,d_9950
t_0016223,79,m_000,26.89,mastercard,,US,d_9195
t_0016786,79,m_030,35.24,visa,,US,d_13179
t_0017387,79,m_017,41.94,visa,,BR,d_23831
t_0017468,79,m_000,7.03,visa,,US,d_10570
t_0017783,79,m_000,60.8,mastercard,,BR,d_19163
t_0017911,79,m_027,55.58,visa,,US,d_24601
t_0018051,79,m_037,77.19,mastercard,,US,d_24857
t_0018844,79,m_005,5.74,visa,,GB,d_3726
t_0018930,79,m_039,23.09,visa,,US,d_14232
t_0018981,79,m_029,90.7,visa,,DE,d_8277
t_0019169,79,m_000,3.8,visa,,US,d_20248
t_0019279,79,m_032,37.12,mastercard,,US,d_21728
t_0019452,79,m_027,16.46,mastercard,,CA,d_18731
t_0019500,79,m_008,121.39,mastercard,,US,d_7624
t_0019571,79,m_011,40.17,amex,,US,d_9568
t_0019978,79,m_038,18.51,mastercard,,GB,d_22850
t_0020078,79,m_039,81.0,mastercard,,DE,d_14762
t_0020340,79,m_025,20.58,amex,,GB,d_20206
t_0020432,79,m_018,47.28,visa,,DE,d_20692
t_0020474,79,m_000,148.57,visa,,CA,d_6070
t_0021141,79,m_018,25.97,visa,,US,d_17351
t_0021463,79,m_000,19.3,amex,,US,d_23343
t_0021486,79,m_014,86.51,visa,,US,d_23314
t_0021760,79,m_034,106.42,amex,,BR,d_20533
t_0022028,79,m_000,35.03,mastercard,,US,d_15766
t_0022181,79,m_000,46.51,mastercard,,BR,d_3123
t_0022183,79,m_014,93.42,mastercard,,DE,d_20806
t_0022197,79,m_012,177.88,amex,,BR,d_24360
t_0022284,79,m_035,11.93,visa,,US,d_840
t_0022322,79,m_007,27.03,visa,,US,d_14030
t_0022592,79,m_013,6.52,amex,,BR,
t_0022803,79,m_028,8.29,mastercard,,US,d_10877
t_0022996,79,m_001,15.93,visa,,GB,d_15346
t_0023009,79,m_016,276.15,visa,,US,d_21876
t_0023244,79,m_013,15.89,amex,,US,d_19727
t_0023725,79,m_035,10.05,visa,,DE,d_13226
t_0023744,79,m_023,257.71,mastercard,,GB,d_5341
t_0023897,79,m_004,64.17,amex,,DE,d_11009
t_0023968,79,m_010,82.59,visa,,DE,d_10121
t_0024425,79,m_009,54.31,mastercard,,GB,d_12732
t_0025052,79,m_007,21.46,amex,,US,d_11419
t_0025061,79,m_030,20.48,visa,,US,d_3130
t_0025236,79,m_000,25.87,mastercard,,GB,d_5791
t_0025347,79,m_007,28.13,amex,,CA,d_3150
t_0025560,79,m_011,36.58,visa,,US,d_1754
t_0025953,79,m_021,61.45,amex,,BR,d_31
t_0026260,79,m_025,86.71,visa,,US,d_20944
t_0026265,79,m_024,16.27,mastercard,,US,d_13287
t_0026393,79,m_013,171.37,mastercard,,CA,d_13675
t_0026595,79,m_025,13.95,amex,,US,d_21974
t_0026598,79,m_033,10.9,amex,,US,d_1681
t_0026793,79,m_002,5.76,visa,,US,
t_0026873,79,m_025,40.36,mastercard,,US,d_2728
t_0026983,79,m_003,7.67,mastercard,,US,d_18090
t_0027037,79,m_017,6.66,amex,,US,d_18501
t_0027080,79,m_031,7.95,amex,,GB,d_1177
t_0027204,79,m_003,80.19,visa,,BR,d_2403
t_0027207,79,m_006,22.51,mastercard,,CA,d_2848
t_0027248,79,m_023,3.76,visa,,US,
t_0027739,79,m_004,34.83,visa,,CA,d_12737
t_0027875,79,m_030,26.85,amex,,BR,d_24906
t_0028018,79,m_001,52.44,visa,,BR,d_23622
t_0028122,79,m_039,7.27,visa,,GB,d_3831
t_0028229,79,m_007,107.78,mastercard,,CA,d_20925
t_0028309,79,m_020,3.16,mastercard,,US,d_24872
t_0028460,79,m_028,73.59,visa,,US,d_5879
t_0028640,79,m_039,3.6,visa,,US,d_22502
t_0028647,79,m_014,13.02,amex,,US,d_15850
t_0028749,79,m_031,55.49,amex,,CA,d_16722
t_0028846,79,m_037,30.47,amex,,DE,d_18939
t_0028958,79,m_037,140.08,amex,,US,d_7414
t_0029015,79,m_035,7.79,mastercard,,CA,d_12095
t_0029017,79,m_016,86.79,mastercard,,US,d_19465
t_0029095,79,m_007,25.17,amex,,BR,d_10539
t_0029290,79,m_006,32.96,mastercard,,GB,d_20013
t_0029300,79,m_028,48.06,amex,,US,d_4638
t_0029683,79,m_025,79.98,visa,,CA,d_4304
t_0029840,79,m_035,13.97,visa,,GB,d_23615
t_0029998,79,m_008,123.34,mastercard,,DE,d_6854
t_0030069,79,m_000,37.15,amex,,CA,d_3978
t_0030122,79,m_029,71.35,mastercard,,DE,d_22969
t_0030537,79,m_024,23.44,amex,,US,
t_0030905,79,m_012,36.34,amex,,DE,d_13113
t_0030935,79,m_029,90.85,visa,,US,d_2961
t_0031092,79,m_039,185.41,mastercard,,US,d_2101
t_0031191,79,m_026,16.77,visa,,US,d_7894
t_0031546,79,m_019,9.8,amex,,US,d_19160
t_0031590,79,m_005,60.95,mastercard,,CA,d_22500
t_0031728,79,m_000,65.22,mastercard,,US,d_2290
t_0031883,79,m_000,136.8,visa,,US,d_12400
t_0032117,79,m_033,17.78,amex,,BR,d_22244
t_0032121,79,m_032,7.14,visa,,US,d_17547
t_0032429,79,m_038,11.94,visa,,CA,d_21986
t_0032500,79,m_014,285.48,visa,,US,d_5423
t_0032769,79,m_035,6.75,mastercard,,BR,d_5027
t_0032883,79,m_029,21.99,mastercard,,BR,d_13610
t_0033084,79,m_000,20.72,amex,,GB,
t_0033131,79,m_000,25.27,mastercard,,BR,d_22793
t_0033599,79,m_032,154.64,amex,,CA,d_22443
t_0033624,79,m_000,57.9,mastercard,,US,d_13769
t_0033860,79,m_000,27.44,amex,,DE,d_6000
t_0033981,79,m_004,70.67,visa,,US,d_12785
t_0034333,79,m_010,64.48,visa,,CA,d_17508
t_0035820,79,m_000,140.71,amex,,US,d_1843
t_0036579,79,m_029,99.62,mastercard,,US,d_1009
t_0036682,79,m_000,31.28,mastercard,,BR,d_16786
t_0036710,79,m_023,43.64,visa,,US,d_24521
t_0036725,79,m_000,523.07,visa,,US,d_9860
t_0036776,79,m_021,83.91,visa,,US,d_2562
t_0036903,79,m_000,18.65,amex,,DE,d_2169
t_0036944,79,m_034,16.19,amex,,DE,d_15197
t_0037172,79,m_008,52.5,amex,,US,d_15425
t_0037316,79,m_018,12.67,visa,,US,
t_0037659,79,m_014,14.74,mastercard,,BR,d_1153
t_0037694,79,m_000,50.54,visa,,US,d_9350
t_0037948,79,m_000,11.47,amex,,US,d_15901
t_0038098,79,m_010,52.21,visa,,BR,d_14040
t_0038230,79,m_027,159.71,visa,,BR,d_2414
t_0038257,79,m_005,25.26,mastercard,,US,d_24006
t_0038486,79,m_011,54.4,visa,,US,d_20245
t_0038740,79,m_034,19.29,visa,,BR,d_19440
t_0038854,79,m_000,52.31,mastercard,,US,d_13301
t_0039192,79,m_016,264.27,amex,,US,d_18377
t_0039408,79,m_022,109.77,visa,,DE,d_1956
t_0039653,79,m_001,14.25,visa,,US,d_9642
t_0039927,79,m_005,42.51,mastercard,,GB,d_21459
t_0040903,79,m_000,132.36,mastercard,,DE,d_12575
t_0040919,79,m_036,3.45,amex,,US,d_22802
t_0040940,79,m_032,241.77,mastercard,,US,d_21259
t_0041034,79,m_020,41.95,amex,,CA,d_21197
t_0041035,79,m_019,22.25,mastercard,,BR,d_16216
t_0041279,79,m_027,74.92,visa,,DE,d_10348
t_0041335,79,m_029,101.38,visa,,US,d_11655
t_0041396,79,m_005,46.54,visa,,BR,d_11485
t_0041846,79,m_035,28.29,mastercard,,CA,d_9815
t_0042249,79,m_000,112.34,amex,,CA,d_17022
t_0042299,79,m_000,28.78,mastercard,,US,d_14686
t_0042485,79,m_026,42.58,visa,,US,d_6977
t_0042632,79,m_017,57.49,amex,,DE,d_5201
t_0042854,79,m_034,69.46,mastercard,,US,d_11276
t_0043096,79,m_000,44.65,mastercard,,CA,d_17326
t_0043121,79,m_020,47.61,amex,,CA,d_8927
t_0043765,79,m_037,65.79,mastercard,,DE,d_10671
t_0043954,79,m_012,45.35,amex,,CA,d_1768
t_0044091,79,m_032,4.39,visa,,US,d_24420
t_0044528,79,m_016,22.64,visa,,US,d_18987
t_0044715,79,m_038,28.78,amex,,BR,d_7563
t_0044813,79,m_000,49.68,amex,,CA,d_19971
t_0044900,79,m_028,27.75,visa,,DE,d_17705
t_0045093,79,m_028,50.53,amex,,DE,d_11739
t_0045434,79,m_000,33.07,visa,,DE,d_8344
t_0045723,79,m_004,71.33,mastercard,,BR,d_17351
t_0045762,79,m_038,50.57,amex,,DE,d_14922
t_0045804,79,m_000,104.38,mastercard,,US,d_12868
t_0045807,79,m_019,13.37,amex,,DE,d_22617
t_0045960,79,m_007,33.32,mastercard,,CA,d_24787
t_0046015,79,m_000,23.32,mastercard,,US,d_5307
t_0046088,79,m_005,13.19,amex,,BR,d_6177
t_0046107,79,m_014,1.73,visa,,US,d_21886
t_0046252,79,m_014,18.36,visa,,US,d_4335
t_0046311,79,m_000,48.46,amex,,US,d_24300
t_0046357,79,m_009,33.47,visa,,US,d_15866
t_0046361,79,m_014,25.44,mastercard,,US,d_19528
t_0046524,79,m_038,7.63,visa,,US,d_22285
t_0046562,79,m_033,24.65,visa,,US,d_24988
t_0047093,79,m_012,18.43,mastercard,,US,d_6279
t_0047101,79,m_006,27.79,mastercard,,DE,d_19005
t_0047710,79,m_018,69.32,amex,,GB,d_10968
t_0047784,79,m_000,19.34,mastercard,,DE,d_1592
t_0048007,79,m_037,40.21,amex,,BR,
t_0048188,79,m_015,138.08,amex,,BR,d_6561
t_0048194,79,m_001,20.63,amex,,DE,d_4785
t_0048529,79,m_002,42.21,mastercard,,DE,d_24687
t_0048570,79,m_021,34.37,amex,,GB,d_19003
t_0048709,79,m_001,14.03,amex,,GB,d_4515
t_0048823,79,m_026,14.84,amex,,US,d_12213
t_0048952,79,m_036,17.46,visa,,CA,d_13629
t_0049191,79,m_000,170.11,mastercard,,DE,d_6413
t_0049200,79,m_027,8.56,visa,,BR,d_23319
t_0049349,79,m_021,16.43,visa,,DE,d_3857
t_0049505,79,m_000,59.09,mastercard,,CA,d_14340
t_0049629,79,m_000,64.92,mastercard,,US,d_587
t_0049880,79,m_004,20.16,amex,,US,d_1944
t_0049976,79,m_010,43.82,mastercard,,BR,d_5583
t_0050084,79,m_000,4.11,mastercard,,CA,d_15575
t_0050392,79,m_000,20.45,amex,,CA,d_12088
t_0050639,79,m_000,16.25,visa,,BR,d_14103
t_0050657,79,m_022,26.84,visa,,CA,d_3545
t_0050841,79,m_025,118.84,mastercard,,US,d_23116
t_0051340,79,m_000,21.74,mastercard,,US,
t_0051472,79,m_036,118.01,amex,,DE,d_6750
t_0051684,79,m_019,43.96,visa,,US,d_6065
t_0051736,79,m_025,44.78,amex,,CA,d_9360
t_0051906,79,m_037,74.99,visa,,GB,d_9394
t_0052136,79,m_019,17.69,visa,,GB,d_154
t_0052360,79,m_010,11.55,amex,,CA,d_12613
t_0052474,79,m_023,37.09,visa,,DE,d_2542
t_0052544,79,m_001,13.86,visa,,DE,d_11546
t_0052717,79,m_037,3.5,mastercard,,BR,d_22938
t_0052798,79,m_028,38.06,mastercard,,GB,d_13451
t_0052921,79,m_016,33.14,mastercard,,CA,d_24895
t_0053094,79,m_030,7.29,mastercard,,DE,d_17797
t_0053276,79,m_024,25.79,mastercard,,GB,d_12657
t_0053458,79,m_022,21.66,amex,,US,d_24811
t_0053474,79,m_014,67.41,amex,,DE,d_4341
t_0053512,79,m_009,58.12,mastercard,,US,d_4269
t_0053799,79,m_029,23.32,visa,,US,d_10186
t_0053862,79,m_002,14.81,mastercard,,US,d_13625
t_0053984,79,m_023,106.84,visa,,US,d_2554
t_0054040,79,m_012,271.84,amex,,US,d_16792
t_0054197,79,m_000,51.65,amex,,GB,d_8825
t_0054343,79,m_006,10.44,amex,,BR,d_19419
t_0054560,79,m_029,20.57,visa,,BR,d_8216
t_0054602,79,m_017,71.54,visa,,US,d_15266
t_0054651,79,m_007,13.73,visa,,DE,d_3029
t_0054864,79,m_023,182.13,visa,,DE,d_4121
t_0054933,79,m_016,124.91,visa,,CA,
t_0055057,79,m_030,26.04,mastercard,,GB,d_9846
t_0055097,79,m_035,45.03,visa,,BR,d_23418
t_0055253,79,m_010,17.0,amex,,US,d_652
t_0055283,79,m_000,53.25,visa,,GB,d_4542
t_0055367,79,m_000,23.22,mastercard,,DE,d_1882
t_0055480,79,m_031,32.4,mastercard,,US,
t_0055904,79,m_032,131.21,amex,,US,d_15946
t_0056035,79,m_001,3.75,amex,,BR,d_3383
t_0056052,79,m_000,37.65,visa,,BR,d_11539
t_0056198,79,m_013,46.31,visa,,US,d_11455
t_0056209,79,m_016,44.58,mastercard,,US,d_1718
t_0056326,79,m_015,25.22,visa,,US,d_6165
t_0056346,79,m_006,497.51,mastercard,,CA,
t_0056402,79,m_033,23.66,amex,,CA,d_8718
t_0056676,79,m_000,22.9,visa,,US,d_7161
t_0056988,79,m_003,8.38,amex,,US,d_22064
t_0057056,79,m_027,95.02,amex,,GB,d_21851
t_0057125,79,m_031,9.09,visa,,DE,d_22805
t_0057290,79,m_000,8.06,visa,,GB,d_7258
t_0057471,79,m_001,5.59,visa,,US,d_12163
t_0057573,79,m_017,16.1,amex,,US,d_21748
t_0057683,79,m_027,128.92,amex,,CA,d_12454
t_0057736,79,m_022,94.79,mastercard,,CA,d_9808
t_0058288,79,m_000,5.91,mastercard,,US,d_23737
t_0058312,79,m_000,20.73,visa,,BR,d_4863
t_0058333,79,m_023,62.68,visa,,CA,d_11207
t_0058355,79,m_027,68.12,visa,,US,d_3842
t_0058447,79,m_007,5.72,mastercard,,BR,d_16307
t_0058627,79,m_019,52.76,mastercard,,US,d_13119
t_0058711,79,m_006,473.62,mastercard,,BR,d_8550
t_0058716,79,m_029,34.71,mastercard,,DE,d_16432
t_0058731,79,m_024,18.2,visa,,GB,d_16004
t_0058807,79,m_014,7.47,amex,,US,d_14314
t_0058923,79,m_014,59.79,mastercard,,US,d_2315
t_0059076,79,m_002,50.37,amex,,US,d_10083
t_0059217,79,m_000,62.44,amex,,BR,d_12964
t_0059317,79,m_029,60.01,mastercard,,CA,d_19096
t_0059543,79,m_009,56.63,visa,,DE,d_17153
t_0059815,79,m_000,334.2,mastercard,,BR,d_2941
t_0059918,79,m_006,32.77,visa,,DE,d_3432
t_0000075,80,m_036,123.75,mastercard,,DE,d_20701
t_0000116,80,m_039,31.8,mastercard,,US,d_3637
t_0000260,80,m_033,36.77,amex,,BR,
t_0000342,80,m_008,42.93,visa,,DE,d_6301
t_0000376,80,m_021,449.63,amex,,US,d_2960
t_0000507,80,m_019,12.18,amex,,US,d_7737
t_0000572,80,m_008,9.03,visa,,CA,d_1999
t_0000770,80,m_036,102.47,mastercard,,US,d_1751
t_0001109,80,m_000,29.32,mastercard,,BR,d_1059
t_0001141,80,m_029,350.69,visa,,US,d_18512
t_0001375,80,m_000,13.98,amex,,US,d_22631
t_0001874,80,m_028,41.85,mastercard,,DE,d_8609
t_0002211,80,m_031,395.08,visa,,US,d_21423
t_0002566,80,m_034,9.32,amex,,US,d_18759
t_0002603,80,m_026,19.3,amex,,US,d_2540
t_0002613,80,m_037,18.89,visa,,CA,d_11017
t_0002707,80,m_021,72.97,visa,,US,d_14635
t_0002728,80,m_006,32.66,visa,,US,d_6071
t_0003078,80,m_035,98.44,visa,,GB,d_5835
t_0003115,80,m_004,12.81,amex,,US,d_19294
t_0003289,80,m_000,32.69,mastercard,,US,d_7102
t_0003613,80,m_010,13.81,amex,,US,
t_0003708,80,m_038,48.27,amex,,DE,d_19292
t_0003796,80,m_023,13.19,mastercard,,GB,d_10212
t_0004032,80,m_000,13.35,visa,,US,
t_0004212,80,m_006,23.19,amex,,BR,d_24054
t_0004382,80,m_021,16.23,amex,,CA,d_15898
t_0004400,80,m_028,171.3,amex,,US,d_704
t_0004475,80,m_020,58.14,visa,,US,d_17207
t_0004673,80,m_029,41.02,amex,,BR,d_16132
t_0004801,80,m_018,53.14,mastercard,,CA,d_9220
t_0005181,80,m_002,182.31,amex,,CA,d_11189
t_0005427,80,m_000,43.31,mastercard,,GB,d_10899
